player,team,position,caphit_2016-17,caphit_2017-18,salary_2016-17,salary_2017-18,salary_2018-19,salary_2019-20,salary_2020-21
Jesper Fast,NYR,Right,0.950,0.000,1.000,RFA,,,
Eric Gryba,EDM,Defence,0.950,0.000,0.950,UFA,,,
Johan Larsson,BUF,Left,0.950,0.000,0.950,RFA,,,
Brian Flynn,MTL,Center,0.950,0.000,0.950,UFA,,,
Kris Versteeg,CGY,Right,0.950,0.000,0.950,UFA,,,
Anton Rodin,VAN,Right,0.950,0.000,0.950,RFA,,,
Eamon McAdam,NYI,Goaltender,0.950,0.950,0.925,0.925,0.925,RFA,
Adam Vay,MIN,Goaltender,0.925,0.925,0.843,0.843,RFA,,
Joonas Korpisalo,CLB,Goaltender,0.925,0.000,0.792,RFA,,,
Danny O'Regan,SJS,Center,0.925,0.925,0.792,0.925,RFA,,
Matt Grzelcyk,BOS,Defence,0.925,0.925,0.792,0.925,RFA,,
Lukas Bengtsson,PIT,Defence,0.925,0.925,0.667,0.743,RFA,,
Daniel Vladar,BOS,Goaltender,0.925,0.925,0.693,0.743,0.792,RFA,
Malte Stromwall,NYR,Left,0.925,0.925,0.743,0.743,RFA,,
Sam Anas,MIN,Center,0.925,0.925,0.792,0.792,RFA,,
Juho Lammikko,FLA,Right,0.925,0.925,0.667,0.743,0.743,RFA,
Josh Jacobs,NJD,Defence,0.925,0.925,0.667,0.743,0.767,RFA,
Miles Wood,NJD,Left,0.925,0.925,0.925,0.925,0.925,RFA,
Markus Nutivaara,CLB,Defence,0.925,0.925,0.792,0.843,RFA,,
Michael Garteig,VAN,Goaltender,0.925,0.000,0.925,RFA,,,
Yan-Pavel Laplante,VAN,Center,0.925,0.925,0.792,0.792,0.925,RFA,
Justin Kirkland,NAS,Left,0.925,0.925,0.667,0.743,0.743,RFA,
Michael Mersch,LAK,Left,0.925,0.000,0.925,RFA,,,
Tyler Motte,CHI,Center,0.925,0.925,0.925,0.925,0.925,RFA,
Anthony Cirelli,TBL,Center,0.925,0.925,0.667,0.743,0.743,RFA,
Robbie Russo,DET,Defence,0.925,0.000,0.693,RFA,,,
Anton Lindholm,COL,Defence,0.925,0.925,0.667,0.743,0.743,RFA,
Martin Lundberg,CHI,Center,0.925,0.000,0.693,UFA,,,
Matt Spencer,TBL,Defence,0.925,0.925,0.693,0.743,0.792,RFA,
Troy Stecher,VAN,Defence,0.925,0.925,0.925,0.925,RFA,,
Dennis Yan,TBL,Left,0.925,0.925,0.667,0.743,0.743,RFA,
Jake Guentzel,PIT,Center,0.925,0.925,0.667,0.743,0.792,RFA,
Zachary Sanford,STL,Left,0.925,0.925,0.875,0.875,0.875,RFA,
Roman Lyubimov,PHI,Left,0.925,0.000,0.925,RFA,,,
Zachary Sanford,WAS,Left,0.925,0.925,0.875,0.875,0.875,RFA,
Yohann Auvitu,NJD,Defence,0.925,0.000,0.792,UFA,,,
Brady Brassart,MIN,Center,0.925,0.000,0.925,RFA,,,
Adam Gilmour,MIN,Center,0.925,0.925,0.693,0.743,RFA,,
Justin Scott,CLB,Right,0.925,0.925,0.667,0.743,0.843,RFA,
Bogdan Yakimov,EDM,Center,0.925,0.000,0.892,RFA,,,
Dillon Fournier,CHI,Defence,0.925,0.000,0.767,RFA,,,
Adam Pelech,NYI,Defence,0.925,0.000,0.925,RFA,,,
Oscar Dansk,CLB,Goaltender,0.925,0.000,0.792,RFA,,,
Jacob Graves,CLB,Defence,0.925,0.925,0.667,0.743,0.843,RFA,
Jacob De La Rose,MTL,Left,0.925,0.000,0.925,RFA,,,
Mathieu Joseph,TBL,Right,0.925,0.925,0.743,0.743,0.743,RFA,
Brett Pesce,CAR,Defence,0.925,0.925,0.792,0.892,RFA,,
Gustav Olofsson,MIN,Defence,0.925,0.000,0.925,RFA,,,
Dylan Sadowy,DET,Defence,0.925,0.925,0.792,0.925,0.925,RFA,
Mitchell Stephens,TBL,Center,0.925,0.925,0.667,0.925,0.925,RFA,
Luke Johnson,CHI,Center,0.925,0.925,0.667,0.743,0.743,RFA,
Pavel Buchnevich,NYR,Left,0.925,0.925,0.925,0.925,0.925,RFA,
Phillip Di Giuseppe,CAR,Left,0.925,0.000,0.868,RFA,,,
Alex Lyon,PHI,Goaltender,0.925,0.925,0.925,0.925,RFA,,
Rob O'Gara,BOS,Defence,0.925,0.925,0.925,0.925,RFA,,
Ville Husso,STL,Goaltender,0.925,0.925,0.693,0.925,0.925,RFA,
Gabriel Carlsson,CLB,Defence,0.925,0.925,0.925,0.925,0.925,RFA,
Joey Laleggia,EDM,Defence,0.925,0.000,0.925,RFA,,,
Chandler Stephenson,WAS,Center,0.925,0.000,0.843,RFA,,,
David Pastrnak,BOS,Right,0.925,0.000,0.925,RFA,,,
Nicolas Kerdiles,ANA,Left,0.925,0.000,0.925,RFA,,,
Dylan Blujus,TBL,Defence,0.925,0.000,0.792,RFA,,,
Filip Hronek,DET,Defence,0.925,0.925,0.667,0.743,0.767,RFA,
David Rittich,CGY,Goaltender,0.925,0.000,0.925,RFA,,,
Jacob Larsson,ANA,Defence,0.925,0.925,0.925,0.925,0.925,RFA,
Sergey Zborovskiy,NYR,Defence,0.925,0.925,0.667,0.743,0.792,RFA,
Daniel Renouf,DET,Defence,0.925,0.925,0.693,0.843,RFA,,
Vitaly Abramov,CLB,Left,0.925,0.925,0.743,0.743,0.843,RFA,
Keaton Thompson,ANA,Defence,0.925,0.925,0.693,0.767,0.925,RFA,
Alex Schoenborn,SJS,Right,0.925,0.925,0.667,0.743,0.743,RFA,
Viktor Loov,NJD,Defence,0.925,0.000,0.743,RFA,,,
Esa Lindell,DAL,Defence,0.925,0.000,0.802,RFA,,,
Linus Ullmark,BUF,Goaltender,0.925,0.000,0.892,RFA,,,
Artturi Lehkonen,MTL,Left,0.925,0.925,0.667,0.925,0.925,RFA,
Nick Sorensen,ANA,Right,0.925,0.000,0.925,RFA,,,
Kevin Roy,ANA,Center,0.925,0.925,0.925,0.925,RFA,,
Paul LaDue,LAK,Defence,0.925,0.000,0.925,RFA,,,
Connor Hellebuyck,WPG,Goaltender,0.925,0.000,0.693,RFA,,,
Dillon Simpson,EDM,Defence,0.925,0.000,0.925,RFA,,,
Alex DeBrincat,CHI,Center,0.925,0.925,0.743,0.792,0.892,RFA,
Linus Arnesson,BOS,Defence,0.925,0.000,0.868,RFA,,,
Patrick Russell,EDM,Right,0.925,0.925,0.925,0.925,RFA,,
Andreas Englund,OTT,Defence,0.925,0.925,0.743,0.792,0.792,RFA,
Givani Smith,DET,Left,0.925,0.925,0.667,0.743,0.767,RFA,
Nathan Bastian,NJD,Right,0.925,0.925,0.667,0.743,0.792,RFA,
Brandon Gignac,NJD,Center,0.925,0.925,0.667,0.743,0.743,RFA,
Gustav Forsling,CHI,Defence,0.925,0.925,0.767,0.925,0.925,RFA,
Sean Maguire,PIT,Goaltender,0.925,0.925,0.667,0.743,RFA,,
Sam Steel,ANA,Center,0.925,0.925,0.925,0.925,0.925,RFA,
Filip Chlapik,OTT,Center,0.925,0.925,0.743,0.743,0.792,RFA,
Steven Santini,NJD,Defence,0.925,0.925,0.925,0.925,0.925,RFA,
Patrick Bjorkstrand,LAK,Right,0.925,0.000,0.667,RFA,,,
Jaycob Megna,ANA,Defence,0.925,0.000,0.925,RFA,,,
Austin Czarnik,BOS,Center,0.925,0.000,0.843,RFA,,,
Pontus Aberg,NAS,Left,0.925,0.000,0.843,RFA,,,
Oskar Sundqvist,PIT,Center,0.925,0.000,0.792,RFA,,,
Josh Archibald,PIT,Right,0.925,0.000,0.667,RFA,,,
Joel Armia,WPG,Right,0.925,0.925,0.875,0.975,RFA,,
Pascal Laberge,PHI,Center,0.925,0.925,0.818,0.843,0.868,RFA,
Dillon Heatherington,DAL,Defence,0.925,0.925,0.743,0.828,RFA,,
Ryan Kujawinski,NJD,Center,0.925,0.925,0.667,0.743,RFA,,
Andreas Johnsson,TOR,Left,0.925,0.925,0.743,0.843,RFA,,
Brandon Montour,ANA,Defence,0.925,0.925,0.925,0.925,RFA,,
Noel Acciari,BOS,Center,0.925,0.000,0.892,RFA,,,
Anton Blidh,BOS,Center,0.925,0.925,0.792,0.868,RFA,,
Justin Hickman,BOS,Right,0.925,0.925,0.792,0.843,RFA,,
Kyle Rau,FLA,Center,0.925,0.000,0.925,RFA,,,
Evan Rodrigues,BUF,Center,0.925,0.000,0.843,RFA,,,
Kenney Morrison,CGY,Defence,0.925,0.000,0.925,RFA,,,
Jon Gillies,CGY,Goaltender,0.925,0.925,0.925,0.925,RFA,,
Vinnie Hinostroza,CHI,Center,0.925,0.925,0.667,0.818,RFA,,
Erik (II) Gustafsson,CHI,Defence,0.925,0.000,0.667,RFA,,,
Tanner Kero,CHI,Left,0.925,0.750,0.667,0.700,0.800,RFA,
Nick Moutrey,CLB,Center,0.925,0.925,0.667,0.743,RFA,,
Dean Kukan,CLB,Defence,0.925,0.000,0.792,RFA,,,
Markus Hannikainen,CLB,Left,0.925,0.675,0.743,0.650,0.700,RFA,
Devin Shore,DAL,Center,0.925,0.925,0.868,0.925,RFA,,
Michael Matheson,FLA,Defence,0.925,0.925,0.925,0.925,RFA,,
Jonny Brodzinski,LAK,Center,0.925,0.000,0.925,RFA,,,
Alex Lintuniemi,LAK,Defence,0.925,0.925,0.718,0.777,RFA,,
Christoph Bertschy,MIN,Center,0.925,0.925,0.743,0.892,RFA,,
Grayson Downing,ARI,Center,0.925,0.000,0.693,RFA,,,
Dylan Labbe,MIN,Defence,0.925,0.925,0.667,0.743,RFA,,
Stephon Williams,NYI,Goaltender,0.925,0.000,0.925,RFA,,,
Brady Skjei,NYR,Defence,0.925,0.925,0.925,0.925,RFA,,
Adam Tambellini,NYR,Center,0.925,0.925,0.743,0.925,RFA,,
Cole Bardreau,PHI,Center,0.925,0.000,0.693,RFA,,,
Christian Marti,PHI,Defence,0.925,0.000,0.843,RFA,,,
Brett Howden,TBL,Center,0.925,0.925,0.925,0.925,0.925,RFA,
Colton Parayko,STL,Defence,0.925,0.000,0.925,RFA,,,
Adam Wilcox,TBL,Goaltender,0.925,0.000,0.925,RFA,,,
Matthew Peca,TBL,Center,0.925,0.000,0.925,RFA,,,
Ben Hutton,VAN,Defence,0.925,2.800,0.925,2.800,2.800,RFA,
Jordan Subban,VAN,Defence,0.925,0.925,0.743,0.830,RFA,,
Riley Barber,WAS,Right,0.925,0.925,0.667,0.743,RFA,,
Travis Boyd,WAS,Center,0.925,0.000,0.743,RFA,,,
Andrew Copp,WPG,Center,0.925,0.000,0.925,RFA,,,
Adin Hill,ARI,Goaltender,0.925,0.925,0.667,0.743,0.767,RFA,
Jaccob Slavin,CAR,Defence,0.925,0.925,0.743,0.792,RFA,,
Hunter Smith,CGY,Right,0.925,0.925,0.667,0.743,RFA,,
Mason McDonald,CGY,Goaltender,0.925,0.925,0.843,0.925,RFA,,
Linus Hultstrom,FLA,Defence,0.925,0.925,0.792,0.792,RFA,,
Dominik Simon,PIT,Center,0.925,0.925,0.667,0.743,RFA,,
Zane McIntyre,BOS,Goaltender,0.925,0.000,0.925,RFA,,,
Ryan Johnston,MTL,Defence,0.925,0.000,0.693,RFA,,,
Nikita Soshnikov,TOR,Right,0.925,0.925,0.743,0.800,RFA,,
Kevin Gravel,LAK,Defence,0.925,0.000,0.667,RFA,,,
Juuse Saros,NAS,Goaltender,0.925,0.925,0.667,0.743,RFA,,
Vojtech Mozik,NJD,Defence,0.925,0.000,0.693,RFA,,,
Blake Coleman,NJD,Center,0.925,0.000,0.693,RFA,,,
Michael Bunting,ARI,Left,0.925,0.925,0.667,0.743,RFA,,
Jack Dougherty,NAS,Defence,0.925,0.925,0.718,0.767,RFA,,
Joel Lowry,LAK,Left,0.925,0.000,0.682,RFA,,,
Nolan Valleau,CHI,Defence,0.925,0.000,0.667,RFA,,,
Daniel Sprong,PIT,Right,0.925,0.925,0.667,0.743,RFA,,
Aleksi Saarela,CAR,Center,0.925,0.925,0.718,0.767,0.843,RFA,
Frank Vatrano,BOS,Center,0.925,0.925,0.792,0.843,RFA,,
Justin Holl,TOR,Defence,0.925,0.000,0.743,RFA,,,
Jesse Gabrielle,BOS,Left,0.925,0.925,0.743,0.743,0.818,RFA,
Marko Dano,WPG,Center,0.925,0.000,0.925,RFA,,,
Charlie Lindgren,MTL,Goaltender,0.925,0.000,0.925,RFA,,,
Samuel Montembeault,FLA,Goaltender,0.925,0.925,0.667,0.743,0.767,RFA,
Carl Dahlstrom,CHI,Defence,0.925,0.925,0.693,0.743,0.818,RFA,
Peter Cehlarik,BOS,Left,0.925,0.925,0.693,0.743,0.792,RFA,
Brett Pollock,CGY,Center,0.925,0.925,0.925,0.925,RFA,,
Daniel Pribyl,CGY,Right,0.925,0.925,0.925,0.925,RFA,,
Sean Kuraly,BOS,Center,0.925,0.925,0.693,0.925,RFA,,
Tyler Benson,EDM,Left,0.925,0.925,0.792,0.892,0.925,RFA,
Jayce Hawryluk,FLA,Center,0.925,0.925,0.925,0.925,RFA,,
Jonathon Martin,SJS,Center,0.925,0.925,0.718,0.792,0.892,RFA,
Kyle Capobianco,ARI,Defence,0.925,0.925,0.743,0.767,0.818,RFA,
Nikita Tryamkin,VAN,Defence,0.925,0.000,0.925,RFA,,,
Nick Lappin,NJD,Right,0.925,0.925,0.843,0.843,RFA,,
Andrew Poturalski,CAR,Center,0.925,0.925,0.792,0.925,RFA,,
Kevin Labanc,SJS,Right,0.925,0.925,0.667,0.743,0.743,RFA,
Michael Amadio,LAK,Center,0.925,0.925,0.667,0.743,0.743,RFA,
Jere Sallinen,EDM,Right,0.925,0.000,0.792,RFA,,,
Francis Perron,OTT,Left,0.925,0.925,0.650,0.730,0.730,RFA,
Jordan Maletta,CLB,Center,0.925,0.925,0.693,0.792,0.892,RFA,
Theodor Blueger,PIT,Center,0.925,0.925,0.667,0.743,RFA,,
Niklas Hansson,DAL,Defence,0.925,0.925,0.667,0.767,0.802,RFA,
Eric Cornel,BUF,Center,0.925,0.925,0.667,0.743,0.743,RFA,
Michael Brodzinski,SJS,Defence,0.925,0.925,0.667,0.743,0.925,RFA,
Tom Parisi,MTL,Defence,0.925,0.925,0.667,0.767,RFA,,
Kyle Wood,ARI,Defence,0.925,0.925,0.667,0.743,0.743,RFA,
Nick Seeler,MIN,Defence,0.925,0.925,0.693,0.743,RFA,,
Mario Lucia,MIN,Left,0.925,0.925,0.767,0.818,RFA,,
Cristoval Nieves,NYR,Center,0.925,0.925,0.743,0.767,RFA,,
Adam Carlson,WAS,Goaltender,0.925,0.925,0.667,0.743,RFA,,
Kyle Schempp,NYI,Center,0.925,0.925,0.667,0.743,RFA,,
Ethan Prow,PIT,Defence,0.925,0.925,0.693,0.767,RFA,,
Michael Downing,FLA,Defence,0.925,0.925,0.743,0.792,0.925,RFA,
MacKenzie MacEachern,STL,Left,0.925,0.925,0.925,0.925,RFA,,
Kalle Kossila,ANA,Center,0.925,0.925,0.925,0.925,RFA,,
Kevin Boyle,ANA,Goaltender,0.925,0.000,0.925,RFA,,,
Robin Norell,CHI,Defence,0.925,0.925,0.667,0.743,0.743,RFA,
Nick Ellis,EDM,Goaltender,0.925,0.925,0.925,0.925,RFA,,
Robin Kovacs,NYR,Right,0.925,0.925,0.743,0.743,0.925,RFA,
Jordan Kyrou,STL,Center,0.925,0.925,0.743,0.743,0.925,RFA,
Deven Sideroff,ANA,Right,0.925,0.925,0.667,0.743,0.743,RFA,
Thomas Di Pauli,PIT,Left,0.925,0.925,0.693,0.792,RFA,,
John Gilmour,NYR,Defence,0.925,0.925,0.743,0.743,RFA,,
Max Jones,ANA,Left,0.925,0.925,0.925,0.925,0.925,RFA,
Carter Hart,PHI,Goaltender,0.925,0.925,0.743,0.792,0.843,RFA,
Samuel Girard,NAS,Defence,0.925,0.925,0.667,0.743,0.743,RFA,
Colton White,NJD,Defence,0.925,0.925,0.667,0.743,0.743,RFA,
Blake Speers,NJD,Center,0.925,0.925,0.667,0.743,0.743,RFA,
Gabriel Gagne,OTT,Right,0.925,0.925,0.693,0.743,0.792,RFA,
Graham Knott,CHI,Left,0.925,0.925,0.667,0.743,0.743,RFA,
Frederic Allard,NAS,Defence,0.925,0.925,0.667,0.743,0.743,RFA,
Thomas Schemitsch,FLA,Defence,0.925,0.925,0.667,0.743,0.743,RFA,
Mitchell Vande Sompel,NYI,Defence,0.925,0.925,0.667,0.743,0.743,RFA,
Adam Wilcox,FLA,Goaltender,0.925,0.000,0.925,RFA,,,
John Hayden,CHI,Center,0.925,0.925,0.925,0.925,RFA,,
Brock Boeser,VAN,Right,0.925,0.925,0.925,0.925,0.925,RFA,
Jamie Oleksiak,DAL,Defence,0.919,0.000,0.919,RFA,,,
Andrej Nestrasil,CAR,Center,0.912,0.000,0.950,RFA,,,
Phillip Danault,MTL,Center,0.912,0.912,0.875,0.950,RFA,,
Tyler Bertuzzi,DET,Left,0.911,0.911,0.667,0.650,RFA,,
Cole Cassels,VAN,Center,0.905,0.905,0.575,0.650,RFA,,
Justin Bailey,BUF,Right,0.902,0.902,0.693,0.650,RFA,,
Andreas Athanasiou,DET,Center,0.902,0.000,0.575,RFA,,,
Jake Paterson,DET,Goaltender,0.902,0.000,0.575,RFA,,,
Jean-Gabriel Pageau,OTT,Center,0.900,0.000,1.100,RFA,,,
Matt Puempel,OTT,Left,0.900,0.000,0.900,RFA,,,
Patrik Nemeth,DAL,Defence,0.900,0.000,0.900,RFA,,,
Jared Boll,ANA,Right,0.900,0.900,0.900,0.900,UFA,,
Tomas Jurco,DET,Right,0.900,0.000,0.950,RFA,,,
Chris Kelly,OTT,Center,0.900,0.000,0.900,UFA,,,
Scottie Upshall,STL,Right,0.900,0.000,0.900,UFA,,,
Riley Nash,BOS,Center,0.900,0.900,0.900,0.900,UFA,,
Jeff Zatkoff,LAK,Goaltender,0.900,0.900,0.900,0.900,UFA,,
Mark MacMillan,MTL,Right,0.900,0.000,0.665,RFA,,,
Ryan Garbutt,DAL,Center,0.900,0.000,0.900,,,,
Zach Hyman,TOR,Center,0.900,0.000,0.900,RFA,,,
Ryan Garbutt,ANA,Center,0.900,0.000,2.000,UFA,,,
Markus Granlund,VAN,Center,0.900,0.900,0.850,0.950,RFA,,
Matt Puempel,NYR,Left,0.900,0.000,0.900,RFA,,,
Tomas Jurco,CHI,Right,0.900,0.000,0.950,RFA,,,
Jyrki Jokipakka,CGY,Defence,0.900,0.000,0.900,RFA,,,
Jyrki Jokipakka,OTT,Defence,0.900,0.000,0.900,RFA,,,
Roland McKeown,CAR,Defence,0.894,0.894,0.718,0.767,0.750,RFA,
Andre Burakovsky,WAS,Left,0.894,0.000,0.833,RFA,,,
Anthony Stolarz,PHI,Goaltender,0.894,0.000,0.725,RFA,,,
Keegan Kolesar,CLB,Right,0.894,0.894,0.667,0.693,0.715,RFA,
Jason Dickinson,DAL,Center,0.894,0.894,0.925,0.833,RFA,,
Adam Erne,TBL,Left,0.894,0.894,0.925,0.833,RFA,,
Madison Bowey,WAS,Defence,0.894,0.894,0.693,0.750,RFA,,
Andrew Nielsen,TOR,Defence,0.894,0.894,0.667,0.693,0.650,RFA,
Thomas Vannelli,STL,Defence,0.894,0.894,0.718,0.775,RFA,,
Alex Nedeljkovic,CAR,Goaltender,0.894,0.894,0.792,0.843,0.800,RFA,
Chris Tierney,SJS,Center,0.894,0.000,0.700,RFA,,,
Carter Verhaeghe,NYI,Center,0.894,0.894,0.843,0.750,RFA,,
Dominik Masin,TBL,Defence,0.894,0.894,0.667,0.925,0.833,RFA,
Sebastian Collberg,NYI,Right,0.894,0.000,0.833,RFA,,,
Spencer Martin,COL,Goaltender,0.894,0.894,0.743,0.750,RFA,,
Gregory Chase,EDM,Center,0.894,0.894,0.743,0.710,RFA,,
Robert Hagg,PHI,Defence,0.894,0.894,0.925,0.833,RFA,,
Jeremy Lauzon,BOS,Defence,0.894,0.894,0.718,0.818,0.775,RFA,
Josh Anderson,CLB,Right,0.894,0.000,0.700,RFA,,,
Brendan Leipsic,TOR,Left,0.894,0.000,0.625,RFA,,,
Brock McGinn,CAR,Left,0.894,0.000,0.800,RFA,,,
Guillaume Brisebois,VAN,Defence,0.894,0.894,0.667,0.743,0.700,RFA,
Patrick Sieloff,OTT,Defence,0.894,0.000,0.833,RFA,,,
Jujhar Khaira,EDM,Left,0.894,0.000,0.833,RFA,,,
Philippe Desrosiers,DAL,Goaltender,0.894,0.894,0.667,0.650,RFA,,
Matthew Finn,NYI,Defence,0.894,0.000,0.833,RFA,,,
Connor Brown,TOR,Right,0.894,0.000,0.650,RFA,,,
Scott Kosmachuk,WPG,Right,0.894,0.000,0.725,RFA,,,
Mitchell Moroz,ARI,Left,0.894,0.000,0.833,RFA,,,
Rinat Valiev,TOR,Defence,0.894,0.894,0.843,0.750,RFA,,
Nick Paul,OTT,Left,0.894,0.894,0.693,0.650,RFA,,
Laurent Dauphin,ARI,Center,0.894,0.894,0.767,0.750,RFA,,
Remi Elie,DAL,Left,0.894,0.894,0.767,0.700,RFA,,
Tristan Jarry,PIT,Goaltender,0.894,0.894,0.667,0.650,RFA,,
Matt Murray,PIT,Goaltender,0.894,3.750,0.575,3.750,3.750,3.750,RFA
Anthony Duclair,ARI,Left,0.894,0.000,0.833,RFA,,,
Ryan MacInnis,ARI,Center,0.894,0.894,0.718,0.843,0.833,RFA,
Marcus Pettersson,ANA,Defence,0.894,0.894,0.725,0.825,0.833,RFA,
Axel Holmstrom,DET,Center,0.894,0.894,0.667,0.743,0.650,RFA,
Blake Siebenaler,CLB,Defence,0.894,0.894,0.667,0.693,0.675,RFA,
Adrian Kempe,LAK,Left,0.894,0.894,0.925,0.925,0.833,RFA,
Brayden Point,TBL,Center,0.894,0.894,0.667,0.667,0.650,RFA,
Oliver Kylington,CGY,Defence,0.894,0.894,0.743,0.792,0.750,RFA,
Erik Cernak,TBL,Defence,0.894,0.894,0.698,0.723,0.685,RFA,
Julius Nattinen,ANA,Center,0.894,0.894,0.693,0.767,0.775,RFA,
Dominic Turgeon,DET,Center,0.894,0.894,0.667,0.667,0.650,RFA,
Vili Saarijarvi,DET,Defence,0.894,0.894,0.667,0.667,0.650,RFA,
Yakov Trenin,NAS,Center,0.894,0.894,0.743,0.792,0.750,RFA,
Vladislav Kamenev,NAS,Left,0.894,0.894,0.743,0.925,0.833,RFA,
John Quenneville,NJD,Center,0.894,0.894,0.843,0.843,0.750,RFA,
Travis Dermott,TOR,Defence,0.894,0.894,0.925,0.925,0.833,RFA,
Brandon Halverson,NYR,Goaltender,0.894,0.894,0.743,0.743,0.833,RFA,
Luke Opilka,STL,Goaltender,0.894,0.894,0.667,0.667,0.650,RFA,
Brendan Guhle,BUF,Defence,0.894,0.894,0.667,0.743,0.700,RFA,
Jonas Siegenthaler,WAS,Defence,0.894,0.894,0.667,0.743,0.750,RFA,
Mackenzie Blackwood,NJD,Goaltender,0.894,0.894,0.667,0.667,0.700,RFA,
Ryan Gropp,NYR,Left,0.894,0.894,0.667,0.925,0.833,RFA,
Valentin Zykov,CAR,Left,0.894,0.894,0.728,0.685,RFA,,
Brandon Carlo,BOS,Defence,0.894,0.894,0.718,0.818,0.833,RFA,
Vince Dunn,STL,Defence,0.894,0.894,0.667,0.743,0.775,RFA,
Rasmus Andersson,CGY,Defence,0.894,0.894,0.743,0.843,0.775,RFA,
Damon Severson,NJD,Defence,0.888,0.000,0.600,RFA,,,
Paul Postma,WPG,Defence,0.887,0.000,0.925,UFA,,,
Chase De Leo,WPG,Center,0.875,0.875,0.713,0.765,RFA,,
Brett Ritchie,DAL,Right,0.875,0.000,0.875,RFA,,,
Richard Panik,CHI,Right,0.875,0.000,0.875,RFA,,,
Duncan Siemens,COL,Defence,0.874,0.000,0.874,RFA,,,
Tyler Gaudet,ARI,Center,0.874,0.000,0.874,RFA,,,
Casey Bailey,OTT,Center,0.874,0.000,0.874,RFA,,,
Brandon Tanev,WPG,Left,0.874,0.000,0.874,RFA,,,
Zach Nastasiuk,DET,Right,0.872,0.872,0.625,0.650,RFA,,
Eric Comrie,WPG,Goaltender,0.872,0.872,0.575,0.600,RFA,,
Nicolas Aube-Kubel,PHI,Right,0.872,0.872,0.667,0.650,0.725,RFA,
Nicholas Baptiste,BUF,Right,0.870,0.870,0.740,0.750,RFA,,
Ryan Graves,NYR,Defence,0.865,0.865,0.655,0.650,RFA,,
Emile Poirier,CGY,Left,0.863,0.863,0.833,0.833,RFA,,
Kasperi Kapanen,TOR,Right,0.863,0.863,0.925,0.833,0.833,RFA,
Ryan Hartman,CHI,Right,0.863,0.863,0.833,0.833,RFA,,
Nic Petan,WPG,Center,0.863,0.863,0.750,0.833,RFA,,
Shea Theodore,ANA,Defence,0.863,0.863,0.833,0.833,RFA,,
Martin Frk,CAR,Right,0.863,0.000,0.650,RFA,,,
Ludwig Bystrom,DAL,Defence,0.863,0.000,0.833,RFA,,,
Anthony Mantha,DET,Right,0.863,0.863,0.833,0.833,RFA,,
Frederik Gauthier,TOR,Center,0.863,0.863,0.833,0.833,RFA,,
Morgan Klimchuk,CGY,Left,0.863,0.863,0.833,0.833,RFA,,
Keegan Kanzig,CGY,Defence,0.863,0.863,0.575,0.650,RFA,,
Oliver Bjorkstrand,CLB,Right,0.863,0.863,0.600,0.700,RFA,,
Vitek Vanecek,WAS,Goaltender,0.863,0.863,0.693,0.700,0.750,RFA,
Julius Bergman,SJS,Defence,0.863,0.863,0.693,0.700,0.750,RFA,
Ivan Barbashev,STL,Center,0.863,0.863,0.743,0.650,0.833,RFA,
Zachary Fucale,MTL,Goaltender,0.863,0.863,0.700,0.700,RFA,,
Chris Bigras,COL,Defence,0.863,0.863,0.833,0.833,RFA,,
Rourke Chartier,SJS,Center,0.863,0.863,0.667,0.650,0.700,RFA,
Martin Frk,DET,Right,0.863,0.000,0.650,RFA,,,
Parker Wotherspoon,NYI,Defence,0.858,0.858,0.660,0.735,0.812,RFA,
Adam Musil,STL,Center,0.858,0.858,0.660,0.735,0.812,RFA,
Martin Reway,MTL,Center,0.853,0.853,0.667,0.743,0.710,RFA,
Ben Chiarot,WPG,Defence,0.850,0.000,0.875,RFA,,,
Zac Rinaldo,BOS,Center,0.850,0.000,0.850,UFA,,,
Kyle Platzer,EDM,Right,0.850,0.850,0.735,0.760,RFA,,
Brett Connolly,WAS,Right,0.850,0.000,0.850,RFA,,,
Jan Kostalek,WPG,Defence,0.850,0.850,0.685,0.735,RFA,,
Steven Hodges,FLA,Center,0.850,0.000,0.710,RFA,,,
Colin Stevens,FLA,Goaltender,0.850,0.000,0.735,RFA,,,
Tobias Lindberg,TOR,Right,0.850,0.850,0.685,0.735,RFA,,
Shane Prince,NYI,Center,0.850,0.850,0.800,0.900,RFA,,
William Carrier,BUF,Left,0.848,0.848,0.652,0.750,RFA,,
Jonathan-Ismael Diaby,NAS,Defence,0.846,0.000,0.575,RFA,,,
Nick Cousins,PHI,Center,0.840,0.000,0.840,RFA,,,
Mikael Wikstrand,OTT,Defence,0.837,0.000,0.880,RFA,,,
Brad Boyes,FLA,Center,0.833,0.000,0.833,,,,
Chris Higgins,VAN,Left,0.833,0.833,0.833,0.833,,,
Taylor Leier,PHI,Left,0.825,0.000,0.768,RFA,,,
Trevor Van Riemsdyk,CHI,Defence,0.825,0.825,0.750,0.900,RFA,,
Josh Manson,ANA,Defence,0.825,0.825,0.825,0.825,RFA,,
Micheal Ferland,CGY,Left,0.825,0.000,0.825,RFA,,,
Conor Garland,ARI,Right,0.822,0.822,0.660,0.730,0.650,RFA,
Tim Bozon,FLA,Left,0.818,0.000,0.625,RFA,,,
Brett Kulak,CGY,Defence,0.817,0.000,0.680,RFA,,,
Ryan Culkin,CGY,Defence,0.817,0.000,0.680,RFA,,,
Teemu Pulkkinen,MIN,Left,0.812,0.000,0.812,RFA,,,
